# Temperature (K) 	 M/H in emu (multiply by field in Oe)
1.892318267822269888e+02	2.573990723208480916e-13
1.893988265991210085e+02	-1.954365203677201462e-13
1.895670471191409945e+02	-9.127329777033225613e-13
1.897324752807619745e+02	-4.121474388360631208e-14
1.898971862792969887e+02	6.035786716750113959e-14
1.900646514892580115e+02	-1.387084996393740765e-12
1.902424163818360228e+02	-1.469553559171769709e-12
1.904018554687500000e+02	4.907300311170637230e-14
1.905713806152340055e+02	-1.197071910584185644e-12
1.907337799072269888e+02	-1.985097520896867939e-13
1.909098434448239914e+02	-4.757115295944374596e-13
1.910721893310550001e+02	-1.325231135327172528e-13
1.912369842529300001e+02	-1.230182361428067696e-12
1.914039993286130255e+02	-9.485535935906914832e-13
1.915700302124020027e+02	-1.532187592758681093e-14
1.917338256835940058e+02	-1.095085578834446238e-14
1.919057312011719887e+02	-7.101050812598603103e-13
1.920777816772460085e+02	-4.007873151603594294e-13
1.922297973632809942e+02	-3.691930673536784026e-13
1.923984680175780113e+02	-8.840072397958409082e-13
1.925587158203129832e+02	-5.057190538115906410e-14
1.927234954833980112e+02	4.697592546895698913e-14
1.928963851928710085e+02	-4.149241459214157328e-13
1.930620040893550140e+02	-3.588474872397061373e-13
1.932275619506840201e+02	-4.501434823301651279e-13
1.933923645019530113e+02	-6.186082590054614349e-13
1.935585784912110228e+02	-2.050393439888246604e-12
1.937259063720699999e+02	-6.971325129917386950e-13
1.938801879882809942e+02	-1.786791681633466133e-12
1.940491561889649859e+02	-1.544924521240405785e-12
1.942178039550780113e+02	-6.944022162865160019e-13
1.944082183837889772e+02	-8.287135153300279386e-13
1.945774383544919885e+02	-5.272503007826989262e-13
1.947460174560550001e+02	-2.995834481049727306e-13
1.949193267822269888e+02	-9.719453954827770587e-13
1.950748825073239914e+02	-2.183340431575378705e-13
1.952400970458980112e+02	-9.666483813649503881e-14
1.953939743041989914e+02	-1.181212694611955431e-12
1.955553588867190058e+02	-7.219406514733332964e-13
1.957157287597659945e+02	-1.277180509122738598e-12
1.958815917968750000e+02	-3.505404879583931804e-13
1.960460281372070028e+02	-4.416838553793822541e-13
1.962144393920899859e+02	-1.121195565941144021e-12
1.963863983154300001e+02	-1.327518695254225152e-12
1.965534133911130255e+02	-4.062288057465126138e-13
1.967274551391600141e+02	-9.661692475383487492e-13
1.968975372314449999e+02	-5.216660575800622821e-13
1.970585784912110228e+02	-2.775115652360936535e-14
1.972247238159179972e+02	-1.556531504503769517e-12
1.973951492309570028e+02	-7.474344093532875164e-13
1.975604934692380255e+02	-7.349480046880328639e-13
1.977273025512699860e+02	-1.532178340779457796e-12
1.978936538696289915e+02	4.686635655181898821e-13
1.980621032714840055e+02	2.037153612031586283e-13
1.982218856811520027e+02	-8.492116187745700499e-13
1.983979492187500000e+02	-2.159981574572000375e-13
1.985523834228519888e+02	-1.513300302007483534e-12
1.987075424194340201e+02	1.985275927439970023e-13
1.988812561035159945e+02	-1.380276078149290261e-12
1.990443878173830115e+02	-9.037652230738892089e-13
1.992144088745119745e+02	-8.957456697991101001e-13
1.993874511718750000e+02	-4.188998305581030154e-13
1.995534896850590201e+02	-7.211509216815336819e-13
1.997205581665039915e+02	-2.976580060763613660e-13
1.998789215087889772e+02	-1.055198438248784544e-12
2.000417098999020027e+02	-5.539687973994257668e-13
2.002086181640620168e+02	-5.953541660414259284e-13
2.003876495361330115e+02	-7.260850493763118353e-13
2.005660629272460085e+02	-6.552758029427118006e-13
2.007305145263669885e+02	-9.407633218103643181e-13
2.008976669311520027e+02	-4.142353224375632783e-13
2.010682220458980112e+02	-1.511508478722778820e-13
2.012241134643550140e+02	-9.946186742804173889e-13
2.013890609741210085e+02	-8.118215456920321156e-13
2.015481338500979973e+02	9.620282183385753105e-14
2.017183151245119745e+02	-1.168340748904601506e-12
2.018844909667969887e+02	-7.939076771893794315e-13
2.020530471801760086e+02	-2.282405363669593112e-13
2.022256622314449999e+02	-4.625284162003210225e-13
2.024091262817380255e+02	-1.530171821710350743e-12
2.025697326660159945e+02	-3.718075463448185819e-13
2.027287139892580115e+02	-1.598345649504976492e-12
2.028868179321289915e+02	-1.654911169065351331e-13
2.030503387451169885e+02	-6.520079258029226518e-13
2.032176666259769888e+02	-1.210170172884413470e-12
2.033826599121090055e+02	-3.039632683563141998e-13
2.035489883422850141e+02	-9.075983563736210422e-13
2.037130050659179972e+02	-5.407285775171276126e-13
2.038833389282229973e+02	-1.166724761747418591e-13
2.040535507202149859e+02	-1.221832160781889061e-13
2.042230300903320028e+02	-4.582670835220456818e-13
2.043815689086909799e+02	-1.291592521181976829e-12
2.045657806396480112e+02	-6.419432796343808219e-13
2.047331008911130255e+02	-1.610655230666601539e-13
2.048847656250000000e+02	-6.647067529137059878e-13
2.050508193969729973e+02	-6.487303725452893466e-13
2.052137374877929972e+02	-1.394909188204988200e-12
2.053779983520510086e+02	-8.981846302805025828e-13
2.055427780151369745e+02	-2.721527617401105463e-13
2.057065582275389772e+02	5.648204203101295053e-14
2.058764343261719887e+02	-3.583934875774516959e-13
2.060549011230469887e+02	-6.019000967695839699e-14
2.062272186279300001e+02	-4.214949468103205067e-13
2.063890838623050001e+02	-4.892431159428098440e-13
2.065548324584960085e+02	1.726174158493953574e-13
2.067123336791989914e+02	-1.187137385375524361e-12
2.068833999633789915e+02	-7.373129438715273910e-13
2.070486602783199999e+02	-8.186258877803286675e-13
2.072142333984379832e+02	-6.280461518033343468e-13
2.073817367553710085e+02	-7.604319744083268068e-13
2.075485839843750000e+02	-2.938050285124389435e-13
2.077134170532229973e+02	-9.596852939578677340e-13
2.078818664550780113e+02	-7.877437439674695131e-13
2.080475692749020027e+02	-9.800006374081308785e-13
2.081990737915039915e+02	-6.122207737769480669e-13
2.083611068725590201e+02	-6.524062683393861209e-13
2.085315246582030113e+02	3.625026790214544659e-13
2.086986923217770027e+02	-7.657908239255610297e-13
2.088734359741210085e+02	-3.224385949441429874e-13
2.090438690185550001e+02	-4.777511850500120309e-13
2.092024154663090201e+02	-3.693597169887872674e-13
2.093653564453129832e+02	-1.048221842427220873e-12
2.095382385253909945e+02	-3.169167383084748514e-13
2.096990737915039915e+02	-7.416616275673487210e-13
2.098642578125000000e+02	-7.992331760984425729e-13
2.100419387817380255e+02	-8.804422163761072585e-13
2.102074279785159945e+02	-6.727358770020424030e-13
2.103823928833010086e+02	-3.380096532403181785e-13
2.105446090698239914e+02	-4.327750961074844274e-15
2.107213287353519888e+02	-1.292534868095534265e-12
2.108791961669919885e+02	-1.449216117743205215e-12
2.110454483032229973e+02	-6.214326390092597067e-13
2.111996688842770027e+02	-7.457996494719185999e-13
2.113684692382809942e+02	-4.779849802361159755e-13
2.115365371704100141e+02	-7.407467253115316241e-13
2.117061309814449999e+02	-1.008103035025934547e-12
2.118732452392580115e+02	-7.962553197336909247e-13
2.120323104858399859e+02	-1.412198786791171937e-12
2.121999282836909799e+02	-2.641516558185114997e-13
2.123642425537110228e+02	-1.944249698158478003e-12
2.125217819213869745e+02	2.070788990178808031e-13
2.126920623779300001e+02	-3.868098368944929387e-13
2.128592758178710085e+02	-7.027365798193360371e-13
2.130277481079100141e+02	-5.877095757514836748e-13
2.131965408325199860e+02	-1.307708664889131994e-12
2.133694992065429972e+02	-5.725606583520599191e-13
2.135340118408199999e+02	-7.128622994971761399e-13
2.137043075561520027e+02	-1.357526037972793403e-12
2.138942565917969887e+02	-6.855346239821081638e-13
2.140607528686520027e+02	-1.697936540975490173e-12
2.142112808227539915e+02	-7.932215381042206134e-15
2.143759078979489914e+02	-1.234368644946934935e-12
2.145315933227539915e+02	-1.725537287423112578e-12
2.147029266357419885e+02	-6.715432738920481720e-13
2.148625259399409799e+02	-1.329912816113554200e-12
2.150201416015620168e+02	-1.366230919908805974e-12
2.151938705444340201e+02	-2.011683788116450679e-13
2.153524856567380255e+02	8.192773598739073436e-16
2.155156173706050140e+02	-1.344773134554834059e-12
2.156724700927730112e+02	-9.983219547836802426e-13
2.158459320068360228e+02	-6.097301584740181142e-13
2.160162963867190058e+02	-4.625397511129732542e-13
2.161789016723630255e+02	-6.324767521824434346e-13
2.163484878540039915e+02	2.933356718260328321e-13
2.165229263305659799e+02	-5.781912937621391408e-13
2.166924209594729973e+02	-2.753903894818298546e-13
2.168576507568360228e+02	6.429905636728790161e-14
2.170251770019530113e+02	-1.046330406287621777e-13
2.171888122558590055e+02	-3.452139357561757901e-13
2.173593978881840201e+02	-3.496613530515365974e-13
2.175399475097659945e+02	-2.895743591652910741e-13
2.176866455078129832e+02	5.335237885696634775e-13
2.178533554077149859e+02	-4.441513529490860924e-13
2.180198898315429972e+02	-9.856563083694795480e-14
2.181841659545899859e+02	-2.690247880224843988e-13
2.183477478027340055e+02	-8.447383256471153846e-13
2.185137634277340055e+02	-4.671910474751865308e-13
2.186774749755860228e+02	-2.639898921776119578e-13
2.188438949584960085e+02	-9.345207000177917953e-13
2.190089645385739914e+02	-1.409851368235125535e-13
2.191720733642580115e+02	-2.905834556342936199e-13
2.193441772460940058e+02	-6.261069203332232717e-13
2.195140075683590055e+02	-9.177010960381258086e-13
2.196755447387699860e+02	3.006079178021408130e-13
2.198496322631840201e+02	-5.941555277903809137e-13
2.200373306274409799e+02	-7.370104857070179511e-13
2.202047805786130255e+02	-1.036403839115941049e-12
2.203515777587889772e+02	-5.280091571810248045e-13
2.205063858032229973e+02	-4.987503510786414694e-13
2.206793136596679972e+02	-9.521912756569356280e-13
2.208478393554690058e+02	-3.080134577545170261e-13
2.210078735351559942e+02	-2.750338247139401810e-13
2.211921920776369745e+02	1.257503695038540813e-14
2.213420486450200144e+02	-5.014692884440149016e-13
2.215036621093750000e+02	-1.428133292601152584e-13
2.216783447265620168e+02	-5.640772570993323186e-13
2.218515777587889772e+02	-4.779751026118307082e-13
2.220130996704100141e+02	-2.877855635931258858e-13
2.221749496459960085e+02	-7.146332562066849648e-14
2.223353424072269888e+02	-3.682728779287172707e-13
2.225015487670899859e+02	-1.179217719142437619e-12
2.226771163940429972e+02	-9.475661366746556660e-13
2.228546676635739914e+02	-2.795511424217399480e-13
2.230301971435550001e+02	-5.370490759848274744e-13
2.232008666992190058e+02	-5.831805595660215346e-13
2.233735198974610228e+02	-6.106262158818971665e-13
2.235377426147460085e+02	-7.688467427631140947e-13
2.236946411132809942e+02	-8.577574985972820645e-13
2.238425292968750000e+02	-5.615335174042050557e-13
2.240087661743159799e+02	-5.191155256583347480e-13
2.241761093139649859e+02	-1.281153511912434241e-12
2.243396835327149859e+02	-6.167696900757698744e-13
2.245055923461909799e+02	-2.088766944237138507e-14
2.246740798950200144e+02	-7.699149573021702369e-13
2.248692626953129832e+02	-9.001524095627295426e-13
2.250184936523440058e+02	-1.312916393428415121e-12
2.251842727661130255e+02	2.400672065041140935e-13
2.253519363403320028e+02	-6.103368293946540716e-13
2.255142898559570028e+02	-3.369890573213849093e-13
2.256775512695309942e+02	-1.102883855288530822e-12
2.258429946899409799e+02	-5.387112803416573044e-13
2.260113677978519888e+02	-1.075309863459094625e-12
2.261799316406250000e+02	-1.056382716165413533e-12
2.263375778198239914e+02	-7.000453285821954675e-13
2.265040969848630255e+02	-1.011223107975924851e-12
2.266648178100590201e+02	-7.347408298626621406e-13
2.268352737426760086e+02	-7.315228119672876126e-13
2.269953842163090201e+02	-8.362815003142474541e-13
2.271681976318360228e+02	-4.222680287866756254e-13
2.273407516479489914e+02	-9.888890984310705433e-13
2.275036697387700144e+02	-6.420982215406253073e-13
2.276766738891600141e+02	-7.486603009579289022e-13
2.278511657714840055e+02	-6.974491840479289847e-13
2.280116424560550001e+02	-1.378063986952520097e-12
2.281745452880860228e+02	-9.419299468862076064e-13
2.283475799560550001e+02	-9.259618162656949674e-13
2.285055160522460085e+02	-6.303630341472475381e-13
2.286818466186520027e+02	-6.438732538669393290e-13
2.288359756469729973e+02	-7.197682273376577807e-14
2.290094757080080115e+02	-2.846347149772107151e-13
2.291598587036130255e+02	-1.055488007064414283e-12
2.293255310058590055e+02	-8.541980432499660047e-13
2.294854812622070028e+02	-6.610396011100911746e-13
2.296476745605469887e+02	-4.070320072085794750e-13
2.298104934692380255e+02	-7.392108049579108631e-13
2.299822158813479973e+02	-6.613645372823705329e-13
2.301484069824219887e+02	-3.033443657207906792e-13
2.303192367553710085e+02	-7.294444139336514162e-13
2.304917297363280113e+02	-9.384769335126326853e-14
2.306679458618159799e+02	-8.448931146211923239e-13
2.308430557250979973e+02	-3.407491019577709855e-13
2.309922256469729973e+02	-5.200694600693702779e-13
2.311579513549799856e+02	-9.517213541608603293e-13
2.313334197998050001e+02	-3.269131774602120814e-13
2.315146026611330115e+02	-6.433876094803650398e-13
2.316759338378909945e+02	-1.256751452545193851e-12
2.318483963012700144e+02	-4.984243122916102383e-13
2.320077133178710085e+02	-7.055699226236595911e-13
2.321738739013669885e+02	-5.761008508786055839e-13
2.323210754394530113e+02	-5.451490820088289875e-13
2.324863281250000000e+02	-7.758501639598237980e-13
2.326465606689449999e+02	-7.626895963639764852e-13
2.328174743652340055e+02	-3.248037154438515490e-13
2.329820632934570028e+02	-9.723149678236754141e-13
2.331509323120119745e+02	-1.041771046336772408e-12
2.333108673095699999e+02	-7.693442465103055993e-13
2.334770431518550140e+02	-5.226019808425331197e-13
2.336407546997070028e+02	-5.086561555444302634e-13
2.338153762817380255e+02	-1.159803563891732393e-12
2.339824981689449999e+02	-1.413693849142167063e-12
2.341539993286130255e+02	-4.213888186085834773e-13
2.343205795288090201e+02	-9.790869566448728016e-13
2.344948272705080115e+02	-7.908964742420822102e-13
2.346695938110350141e+02	-9.297297061066377956e-13
2.348384857177730112e+02	-5.034348669735969088e-13
2.349972000122070028e+02	-5.050169625629953434e-13
2.351647567749020027e+02	-1.102046643481253962e-12
2.353354415893550140e+02	-2.374415351766093248e-13
2.354826507568360228e+02	-6.344344284588144163e-13
2.356499176025389772e+02	-9.797311131899350140e-13
2.358131408691409945e+02	-7.301088747998156909e-13
2.359793930053710085e+02	-8.089733422655909146e-13
2.361421737670899859e+02	-3.827661253847763889e-13
2.363096694946289915e+02	-4.853024024881810265e-13
2.364779434204100141e+02	-3.926563901230445511e-13
2.366413574218750000e+02	-7.908912169424805817e-13
2.368104476928710085e+02	-8.652063588370151638e-13
2.369706573486330115e+02	-7.282825770365551954e-13
2.371392135620119745e+02	-6.889592908385821530e-13
2.373053817749020027e+02	-7.483351863088659196e-14
2.374702301025389772e+02	-6.873414684218023768e-13
2.376445541381840201e+02	-3.163289055546958785e-13
2.378280639648440058e+02	-7.051610844554843265e-13
2.379981307983399859e+02	-7.286935701948668684e-13
2.381597518920899859e+02	-7.526226736591770900e-13
2.383194427490230112e+02	-4.889353518815713173e-13
2.384846496582030113e+02	-2.008997162601321295e-13
2.386547241210940058e+02	-9.856410692999586232e-13
2.388048553466800001e+02	-2.569004787450979548e-13
2.389718933105469887e+02	-7.440725088645665680e-13
2.391318664550780113e+02	-2.778827323165423014e-13
2.392950897216800001e+02	-5.644470425446218424e-13
2.394631423950200144e+02	-4.803183176619901713e-13
2.396332397460940058e+02	-7.110438970800945410e-13
2.397965545654300001e+02	-7.036565234569380528e-13
2.399730453491210085e+02	-4.268267717097253497e-13
2.401402816772460085e+02	-1.067817145439722949e-12
2.403033981323239914e+02	-4.448889925352523633e-13
2.404775009155270027e+02	-6.443926749378189522e-13
2.406390075683590055e+02	-4.128179056700521867e-13
2.408075714111330115e+02	-2.731357578988982275e-13
2.409774475097659945e+02	-8.611688109153522443e-13
2.411469726562500000e+02	-6.315656506251036978e-13
2.413129348754880255e+02	-4.437146210763530058e-13
2.414765777587889772e+02	-7.572467890747667934e-13
2.416424789428710085e+02	-1.042555876471816635e-12
2.417954788208010086e+02	-6.042726600791137972e-13
2.419795303344729973e+02	-1.940249814622758942e-14
2.421256408691409945e+02	-5.037063430682526138e-13
2.422857360839840055e+02	-9.682492468927964077e-13
2.424522018432619745e+02	-6.618122655543569172e-13
2.426183395385739914e+02	-4.863369553955965277e-13
2.427851181030270027e+02	-5.736527098389190092e-13
2.429533309936520027e+02	-8.561746530361957556e-13
2.431296386718750000e+02	-7.507024552352990232e-13
2.432958145141600141e+02	-6.036559777913001496e-13
2.434611663818360228e+02	-6.383400179471493168e-13
2.436271209716800001e+02	-7.922240085906818461e-13
2.438040771484379832e+02	-4.383969970810167563e-13
2.439742660522460085e+02	-3.843749071509063783e-13
2.441525802612299856e+02	-3.337280733135719271e-13
2.443196563720699999e+02	-5.537262785643271915e-13
2.444798355102539915e+02	-9.416533505324117382e-13
2.446349258422850141e+02	-2.097807228135543463e-13
2.448115768432619745e+02	-5.197763715170176560e-13
2.449598922729489914e+02	-9.584697587985635763e-13
2.451243515014649859e+02	-8.669989654633912539e-13
2.452888412475590201e+02	-3.522759493909731522e-13
2.454485931396480112e+02	-3.629391962390180736e-13
2.456204757690429972e+02	-4.101345213640783696e-13
2.457920379638669885e+02	-6.471536397982993233e-13
2.459508209228519888e+02	-6.390838834720866805e-13
2.461176986694340201e+02	-2.583131489146121499e-13
2.462875747680659799e+02	-5.806909940492006693e-13
2.464559249877929972e+02	-4.138138400268045556e-13
2.466260604858399859e+02	-2.140850967320335103e-13
2.467933959960940058e+02	-3.404072392581035086e-13
2.469728164672850141e+02	-5.636448752591854092e-13
2.471433639526369745e+02	-2.471064793191337961e-13
2.473029098510739914e+02	-8.750680727538324720e-13
2.474685440063479973e+02	-5.348066088635193323e-13
2.476190490722659945e+02	-3.683616140234002976e-13
2.477834396362299856e+02	-6.267159354670709209e-13
2.479458541870119745e+02	-1.127823736116504551e-12
2.481094894409179972e+02	-4.322195393147865896e-13
2.482798309326169885e+02	-5.368525782260256457e-13
2.484513854980469887e+02	-4.146586991757542317e-13
2.486093978881840201e+02	-6.039070799084625185e-13
2.487735290527340055e+02	-9.545444463269836880e-13
2.489401855468750000e+02	-4.126399346530980403e-13
2.491073913574219887e+02	-5.822730709586448928e-13
2.492763442993159799e+02	-6.237099345611226429e-13
2.494515914916989914e+02	-7.344004178037565936e-13
2.496170730590820028e+02	-4.713127063964730527e-13
2.497898178100590201e+02	-5.762003833387975798e-13
2.499645385742190058e+02	-4.529870654589030961e-13
2.501371383666989914e+02	-1.764264911359125232e-13
2.502927246093750000e+02	-4.666172563379467235e-13
2.504614257812500000e+02	-5.466333707020518248e-13
2.506166000366210085e+02	-9.456774213652894197e-13
2.507800521850590201e+02	-7.182699789471352505e-13
2.509482955932619745e+02	-4.066788724662210773e-13
2.511128692626949999e+02	-6.373375195093423814e-13
2.512748947143550140e+02	-2.448178257463581070e-13
2.514511032104489914e+02	-6.843988570791786273e-13
2.516134719848630255e+02	-5.934860731378852601e-13
2.517759246826169885e+02	-6.789797571381762580e-13
2.519486007690429972e+02	-6.962688786936261668e-13
2.521157150268550140e+02	-4.445002730409902166e-13
2.522760696411130255e+02	-7.422902709837142188e-13
2.524388809204100141e+02	-1.218647244542513330e-13
2.526068115234379832e+02	-1.026940529602814777e-12
2.527801132202149859e+02	-4.765888061244245615e-13
2.529497756958010086e+02	-1.490810760526808028e-13
2.531202697753909945e+02	-7.465283594054538304e-13
2.532873992919919885e+02	-3.264463553623062630e-13
2.534571762084960085e+02	-7.295017206626403481e-13
2.536157150268550140e+02	-5.049003310097337071e-13
2.537831192016600141e+02	-7.430711858723733716e-13
2.539342117309570028e+02	-3.512429059238944310e-13
2.541044464111330115e+02	-7.127777764380451606e-13
2.542791366577149859e+02	-5.813273013697307838e-13
2.544364166259769888e+02	-9.683738994837184036e-13
2.546024856567380255e+02	-5.149755678086215700e-13
2.547805023193360228e+02	-3.839144170990310566e-13
2.549325866699219887e+02	-4.538812687759817774e-13
2.550976943969729973e+02	-4.486009723891010130e-13
2.552647018432619745e+02	-5.254789100721067389e-13
2.554293899536130255e+02	-5.177809140450941828e-13
2.555918426513669885e+02	-6.421713392258215155e-13
2.557583618164059942e+02	-6.950328989336838916e-13
2.559298400878909945e+02	-3.985331576402828792e-13
2.560952301025390057e+02	-8.435055657026265105e-13
2.562673950195309658e+02	-8.655449071698808519e-13
2.564379272460940342e+02	-3.136143733687855086e-13
2.566156921386719887e+02	-5.442066908026936513e-13
2.567724761962890057e+02	-8.116537346611837062e-13
2.569403228759769604e+02	-3.105955549881852195e-13
2.571069335937500000e+02	-3.945791276929219975e-13
2.572581176757809658e+02	-5.636884185409434190e-13
2.574344940185549717e+02	-6.993990034566956479e-13
2.576087188720700283e+02	-2.623029857464292152e-13
2.577742767333980396e+02	-5.335842518819831786e-13
2.579461059570309658e+02	-5.706504908206984701e-13
2.581115875244140057e+02	-8.279470149430692687e-13
2.582789306640619884e+02	-5.917849618740658730e-13
2.584407653808589771e+02	-2.266713430118081489e-13
2.585985717773440342e+02	-2.282146502428515767e-13
2.587589263916019604e+02	-2.321608740161532702e-13
2.589231872558589771e+02	-4.676718195922132522e-13
2.590856475830079830e+02	-2.625188363602520088e-13
2.592561645507809658e+02	-5.148417106356870012e-13
2.594335479736329830e+02	-3.229634298915372751e-13
2.596109313964839771e+02	-4.867770418047224046e-13
2.597725982666019604e+02	-6.905703269556303003e-13
2.599347229003910229e+02	-2.612766991885945728e-13
2.601081848144530113e+02	-3.178548931158783658e-13
2.602638702392579830e+02	-4.787534534682975529e-13
2.604279937744140057e+02	-8.489558898223377399e-13
2.605949249267579830e+02	-7.313466352372517626e-13
2.607573547363280113e+02	-4.271400360849797864e-13
2.609278564453130116e+02	-6.029304499199206913e-13
2.611050109863280113e+02	-4.167187184134714158e-13
2.612526702880859943e+02	-5.119720695334779418e-13
2.614140319824219887e+02	-9.530078745044513426e-13
2.615830383300780113e+02	-2.281975028576492075e-13
2.617639007568359943e+02	-6.884847642741069616e-13
2.619276275634769604e+02	-2.082449369047855668e-13
2.620999298095700283e+02	-6.554519721383337622e-13
2.622795257568359943e+02	-5.491418041003020349e-13
2.624488220214839771e+02	-6.100349172139002466e-13
2.626088867187500000e+02	-7.464318952106802610e-13
2.627775421142579830e+02	-2.926857314542226815e-13
2.629340362548829830e+02	-9.973305731704750822e-13
2.630982208251950283e+02	-6.985965664130727093e-13
2.632415618896480396e+02	-5.224211201433086471e-13
2.634175415039059658e+02	-4.730336246393900740e-13
2.635950164794920170e+02	-5.056467785962954732e-13
2.637501220703130116e+02	-5.542315960245641871e-13
2.639211120605469887e+02	-6.269775393729765311e-13
2.640961151123049717e+02	-6.096814215018864079e-13
2.642548370361329830e+02	-3.790511529417238522e-13
2.644143371582030113e+02	-5.557305057071906780e-13
2.645751495361329830e+02	-2.113598229755276747e-13
2.647460784912109943e+02	-7.921297161624865692e-13
2.649210510253910229e+02	-6.579044520240789478e-13
2.650867767333980396e+02	-4.430974204015545206e-13
2.652473907470700283e+02	-5.299664057169687897e-13
2.654160461425780113e+02	-6.710595093493596120e-13
2.655848236083980396e+02	-6.809683853241116511e-13
2.657625579833980396e+02	-5.027979601136853345e-14
2.659377136230469887e+02	-8.747605955415563191e-13
2.660960693359380116e+02	-6.815895773299087704e-13
2.662644348144530113e+02	-4.655153394436146874e-13
2.664286346435549717e+02	-8.820288745803760672e-13
2.665795745849609943e+02	-2.503475955491690392e-13
2.667442779541019604e+02	-6.300485745927205927e-13
2.669063110351559658e+02	-7.294538893261249049e-13
2.670971069335940342e+02	-3.556576278240073475e-13
2.672411651611329830e+02	-6.176429417198052090e-13
2.674101409912109943e+02	-8.417192196504662454e-14
2.675770263671869884e+02	-4.372958835965167296e-13
2.677440643310549717e+02	-6.694894661732062793e-13
2.679072418212890057e+02	-5.840516236428871674e-13
2.680675964355469887e+02	-3.161275093220400067e-13
2.682241363525390057e+02	-9.443411623871549319e-13
2.684006805419920170e+02	-6.330217966457057664e-13
2.685745697021480396e+02	-4.045173160777962564e-13
2.687440490722660229e+02	-7.995535758561200239e-13
2.689242401123049717e+02	-4.145259794738492072e-13
2.690839996337890057e+02	-4.578120438889673663e-13
2.692493286132809658e+02	-7.970894631881149939e-13
2.694157409667969887e+02	-4.601985059026916237e-13
2.695802001953130116e+02	-6.328765060333927076e-13
2.697303771972660229e+02	-2.940939731266032616e-13
2.698910827636719887e+02	-5.620194640616845384e-13
2.700629425048829830e+02	-6.904232383529709886e-13
2.702210693359380116e+02	-8.979324670710682222e-13
2.703934631347660229e+02	-2.983976583717539463e-13
2.705615539550780113e+02	-9.230818389326978147e-13
2.707266082763670170e+02	-6.423308641123041028e-13
2.708948211669920170e+02	-9.661574087147049075e-13
2.710692291259769604e+02	-6.100521216542041927e-13
2.712404785156250000e+02	-1.204224128167175662e-12
2.714036102294920170e+02	-6.707027208807321508e-13
2.715746459960940342e+02	-9.523862817772066916e-13
2.717369384765619884e+02	-4.699854168092048626e-14
2.719102783203130116e+02	-3.680588044094134451e-13
2.720878906250000000e+02	-1.361459531623783672e-13
2.722507019042969887e+02	-8.903878243169903061e-13
2.724119262695309658e+02	-8.364593397823758641e-13
2.725623168945309658e+02	-9.645526825835677170e-13
2.727302856445309658e+02	-3.627686351652866583e-13
2.728986358642579830e+02	-4.439535425726340781e-13
2.730808868408200283e+02	-5.600177670362920952e-13
2.732319946289059658e+02	-7.917977766963503818e-13
2.733938751220700283e+02	-7.931441299094231091e-13
2.735635223388670170e+02	-8.468286178943532953e-13
2.737296752929690342e+02	-7.381094800056189262e-13
2.738917083740230396e+02	-7.406703223676585517e-13
2.740523376464839771e+02	-4.087552104793813145e-13
2.742156677246089771e+02	-6.609435591125047983e-13
2.743889312744140057e+02	-6.401755365518867868e-13
2.745636138916019604e+02	-6.407892823581708253e-13
2.747297821044920170e+02	-5.128835910552473978e-13
2.748947448730469887e+02	-7.680347855821368637e-13
2.750644989013670170e+02	-6.874406834392962984e-13
2.752372589111329830e+02	-1.188976501102586164e-12
2.754058532714839771e+02	-6.750663745438869333e-13
2.755626068115230396e+02	-6.996296742227395484e-13
2.757297058105469887e+02	-9.217798132247871526e-13
2.758801422119140057e+02	-5.891266637184498932e-13
2.760507812500000000e+02	-5.383006098275485611e-13
2.762063903808589771e+02	-4.856420935678755042e-13
2.763733825683589771e+02	-5.424172034681170082e-14
2.765397644042969887e+02	-5.371220729758779578e-13
2.767120208740230396e+02	-4.626892934651326252e-13
2.768764495849609943e+02	-8.639305439585819381e-13
2.770411071777339771e+02	-4.095876640905121495e-13
2.772196350097660229e+02	-2.712581969911737442e-16
2.773800048828130116e+02	-2.447708644794254537e-13
2.775419006347660229e+02	-4.508979675459761820e-13
2.777062072753910229e+02	-5.258454331935227605e-13
2.778758087158200283e+02	-7.884442395421378250e-13
2.780440673828130116e+02	-5.822779730751541085e-13
2.782212371826170170e+02	-1.972311024028359483e-13
2.783872833251950283e+02	-8.553207206733266910e-14
2.785520324707030113e+02	-6.142459514491990444e-13
2.787068176269530113e+02	-1.045276277366786517e-12
2.788718414306640057e+02	-5.635620735213321188e-13
2.790482788085940342e+02	-3.644684716530914708e-13
2.791941680908200283e+02	-4.215230285964742552e-13
2.793669433593750000e+02	-8.240293846516794160e-13
2.795336151123049717e+02	-8.350469168518035600e-13
2.797099609375000000e+02	-6.358224208364241483e-13
2.798823699951170170e+02	-4.144393637472883333e-13
2.800468292236329830e+02	-7.760269238727954845e-13
2.802137908935549717e+02	-9.101317227529552494e-13
2.803775482177730396e+02	-2.832868155910829969e-13
2.805411834716799717e+02	-1.317899826599608340e-12
2.807102203369140057e+02	-3.428621815362747318e-13
2.808778381347660229e+02	-5.559391085397042355e-13
2.810502929687500000e+02	-5.253303054232664196e-13
2.812236328125000000e+02	-2.801653867786956985e-13
2.813947296142579830e+02	-6.988560937959311217e-13
2.815593261718750000e+02	-3.133860248552445722e-13
2.817310791015619884e+02	-7.068039019544917823e-13
2.818979339599609943e+02	-3.794472510063389683e-13
2.820481872558589771e+02	-6.456910421828218595e-13
